author,abstract,title,cited,year,location,linkpdf
Sandhya Babel,"In this study, batch production of electricity using anaerobic sludge from a beverage factory subjected to heat pretreatment at 105° C for 90 minutes was investigated. Cassava wastewater with a COD value of 32,000 mg/L subjected to pretreatment with (i) sonication …",Electricity generation from anaerobic sludge and cassava wastewater subjected to pretreatment methods using microbial fuel cell,4,2011,,
Sandhya Babel,Chemical water quality monitoring is essential in areas where the harmful effects of naturally occurring or artificially introduced chemicals on health are significant. It is very difficult for developing countries to monitor a large number of chemicals due to human and financial …,Rapid assessment techniques for chemicals in raw water sources,3,2003,,
Sandhya Babel,"The author is very grateful to all staff members of Environmental Engineering Division with special thanks to Khan Salaya, Khun Ng, Khan Areeya, Kliun Peter and Khun Manoch for their help and support during the work. Thanks are also due to Khan Akdej Homsesth'i. chief …",Laboratory Scale Studies for Treatment of Solid Waste Landfill Leachate Using Cross Flow Microfiltration and Ozone,5,1993,,
Sandhya Babel,"Photocatalysis with TiO 2 is used to remove humic acid (HA) in a water environment under UVA and UVC light. The effects of operating parameters, including light intensity, HA concentration, catalyst dose, and contact time are investigated at neutral pH conditions …",TiO2 as an effective nanocatalyst for photocatalytic degradation of humic acid in water environment,2,2017,,
Sandhya Babel,"This study was carried out to investigate quality of water sources and bottled water as compared to water quality standards. Sanitation conditions of the factories were also studied. The quality of water sources such as tap water, ground water and tap water mixed …","Quality of bottled drinking water: case study in Vientiane, Laos and Thailand",2,2010,../papers2/BCET/Sandhya Babel/IEEE_06-02-048.pdf,http://www.academia.edu/download/36930138/IEEE_06-02-048.pdf
Sandhya Babel,ABSTRACT The potential for cadmium (Cd) removal from contaminated soil by two species—marigold (Tagetes erecta L.) and Guinea grass (Panicum maximum)—was investigated in pot culture experiments in a greenhouse in triplicate. The concentration of Cd was varied …,"Greenhouse gas emissions from municipal solid waste management in Vientiane, Lao PDR",4,2016,../papers2/BCET/Sandhya Babel/0734242X15615425,http://journals.sagepub.com/doi/full/10.1177/0734242X15615425
Sandhya Babel,"This paper presents a method to select sustainable materials for ceilings (elements) of buildings in Sri Lanka taking into consideration environmental, economic and social assessments of materials in a life-cycle perspective. Two types of elements were selected for …",Cadmium Removal Potential from Contaminated Soil by Tagetes erecta L. and Panicum maximum: Influence of Soil pH,1,2016,,
Sandhya Babel,Abstract: Article Preview Article Preview A visible light active nitrogen-doped ZnO (N-ZnO) was synthesized using a solvent-free mechanochemical method and applied to degrade methylene blue (MB) dye in aqueous suspension. Results showed that nitrogen doping …,Selecting sustainable materials for ceilings in Sri Lanka,1,2009,,
Sandhya Babel,"Abstract—Green mussels (Perna viridis) can effectively remove nutrients from seawater through their filtration process. This study aims to estimate “net” nutrient removal rate by green mussel through calculation of nutrient uptake and release. Nutrients (carbon, nitrogen …",Photocatalytic Degradation of Methylene Blue Using Visible Light Active N-Doped ZnO,1,2015,,
Sandhya Babel,"Humic acid (HA) is universally present in soils and natural water resources in a yellow-brown form. HA can react with chlorine during drinking water treatment and produce disinfection byproducts (DBPs), such as trihalomethanes (THMs) and haloacetic acids …",Simulation of “Net” Nutrients Removal by Green Mussel (Perna viridis) in Estuarine and Coastal Areas,1,2014,../papers2/BCET/Sandhya Babel/263ae0c2048187a14c581ff74719f6364275.pdf,https://pdfs.semanticscholar.org/bb07/263ae0c2048187a14c581ff74719f6364275.pdf
Sandhya Babel,"ABSTRACT: Bituminous activated carbon (AC) has been widely used as a sorbent for adsorption of non-polar species, but its performance for removal of ionic species such as heavy metals has not been as efficient. In this study, AC was modified with chitosan …",Enhancement of Cr (VI) Ion Removal Using Nanochitosan Coated on Bituminous Activated Carbon,1,2016,,
Paiboon Sreearunothai,Abstract Control of the band-edge offsets at heterojunctions between organic semiconductors allows efficient operation of either photovoltaic or light-emitting diodes. We investigate systems where the exciton is marginally stable against charge separation and …,,425,2004,../papers2/BCET/Paiboon Sreearunothai/0404209,https://arxiv.org/pdf/cond-mat/0404209
Paiboon Sreearunothai,Abstract Naproxen (NPX) drug-loaded magnetic nanoparticles (MNPs) have been prepared in a one-step process utilizing a biocompatible polylactide-grafted-chitosan copolymer. The copolymer serves both as a NPX drug carrier as well as a polymeric surfactant for the …,Preparation and characterizations of naproxen-loaded magnetic nanoparticles coated with PLA-g-chitosan copolymer,14,2012,,
Paiboon Sreearunothai,Data showing significant time-resolution-limited “step” capture of electrons following radiolysis by 7–10 ps electron pulses in a series of different length and different concentration conjugated polyfluorene polymers in tetrahydrofuran (THF) are presented. At …,"Sudden,“step” electron capture by conjugated polymers",5,2011,,
Paiboon Sreearunothai,"Abstract Nanofibers of poly (L-lactide-co-DL-Lactide)(PDLLA x) copolymers with DL-lactate (DLLA) contents of 0, 2.5, 7.5, and 50%, which exhibit strong structure/properties correlation, were fabricated by electrospinning. Effect of the copolymer structure and electrospinning …",Chain Length Dependence of Energies of Electron and Triplet Polarons in Oligofluorenes,2,2017,,
Pisanu Toochinda,"Abstract Malaria is still one of the most serious diseases in tropical regions. This is due in part to the high resistance against available drugs for the inhibition of parasites, Plasmodium, the cause of the disease. New potent compounds with high clinical utility are …","A novel prediction approach for antimalarial activities of Trimethoprim, Pyrimethamine, and Cycloguanil analogues using extremely randomized trees",3,2017,,
Pisanu Toochinda,"Abstract The performance of the mixed basis set and the ONIOM methods on the activation energy of the ring opening pericyclic reaction of substituted cyclobutenes was reported. The B3LYP, BB1K and MPWB1K functionals with several basis sets were used in this …",Assessment of mixed basis set and ONIOM methods on the activation energy of ring opening reactions of substituted cyclobutenes,2,2009,,
Pisanu Toochinda,Abstract Carbonylation of nitrobenzene and aniline on supported metal catalysts provides an environmentally benign route to isocyanate synthesis. Infrared studies suggest that both oxidative and reductive carbonylation proceed via the insertion of adsorbed CO into …,Environmentally benign carbonylation of nitrobenzene and aniline,1,2000,,
Pisanu Toochinda,"ABSTRACT The molecular docking approach was used to determine the binding affinities and the interactions of Mycobacterium tuberculosis dihydrofolate reductase (mtbDHFR) in complex with 2, 4-diaminopyrimidines analogues (PYR analogous). This approach can …","Molecular docking study of Mycobacterium tuberculosis dihydrofolate reductase in complex with 2, 4-diaminopyrimidines analogues",1,2015,../papers2/BCET/Pisanu Toochinda/10985545.pdf,http://www.thaiscience.info/Journals/Article/CMJS/10985545.pdf
Siwarutt Boonyarattanakalin,The emergence of multidrug-resistant tuberculosis (TB) and problems with the BCG tuberculosis vaccine to protect humans against TB have prompted investigations into alternative approaches to combat this disease by exploring novel bacterial drug targets and …,Chemical Synthesis of All Phosphatidylinositol Mannoside (PIM) Glycans from Mycobacterium tuberculosis,98,2008,,
Siwarutt Boonyarattanakalin,"Fluorescent small molecules are powerful tools for exploring cellular biology. As a more hydrophobic, photostable, and less pH-sensitive alternative to fluorescein, we synthesized Pennsylvania Green, a bright, monoanionic fluorophore related to Oregon Green and Tokyo …",The Pennsylvania Green Fluorophore: a hybrid of Oregon Green and Tokyo Green for the construction of hydrophobic and pH-insensitive molecular probes,84,2006,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2531145/
Siwarutt Boonyarattanakalin,"Receptors on the surface of mammalian cells promote the uptake of cell-impermeable ligands by receptor-mediated endocytosis. To mimic this process, we synthesized small molecules designed to project anti-dinitrophenyl antibody-binding motifs from the surface of …",Synthetic mimics of small Mammalian cell surface receptors,58,2004,../papers2/BCET/Siwarutt Boonyarattanakalin/30-SB_SEM_SAD_BRP04.pdf,https://medchem.ku.edu/sites/medchem.drupal.ku.edu/files/docs/groups/peterson/30-SB_SEM_SAD_BRP04.pdf
Siwarutt Boonyarattanakalin,Binding of ligands to macromolecular receptors on the surface of mammalian cells often results in ligand uptake through receptor-mediated endocytosis. Certain human leukocytes and epithelial cells express Fc receptors (FcRs) that bind and internalize antibodies through …,A synthetic mimic of human Fc receptors: defined chemical modification of cell surfaces enables efficient endocytic uptake of human immunoglobulin-G,51,2006,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2528877/
Siwarutt Boonyarattanakalin,Abstract The present study explores the utilization of biomass from coconut copra meal (CCM) as a biosorbent to remove nickel (II) ions (Ni (II)) from aqueous solutions. CCM biomass can be processed into a sorbent easily due to its soft nature derived from the …,Removal of nickel (II) ion by adsorption on coconut copra meal biosorbent,9,2016,,
